"","lon","lat","Dataset","Loc_ID","Area_km","S","N","min_DBH_cm","GPP","ET","ANN_T","WARM_T","ISO_T","MIN_P","P_SEAS","ALT_DIF","ELONG","ISL_LS","ISL_ST","ISL_DIS","HABITAT","REALM","REALM_PK","DAT_TYPE","Source"
"303",-65.625,-10.025,"CoelhodeSouza_Amazon","MBT-05",0.01,204,567,10,25815,12906.9169921875,26.4,27.1,73,53,66,25,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587."
"304",-65.645,-10.035,"CoelhodeSouza_Amazon","MBT-06",0.01,180,541,10,25457,12642.5,26.4,27.1,73,54,66,19,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587."
"305",-65.745,-9.905,"CoelhodeSouza_Amazon","MBT-07",0.01,157,548,10,25987,13014.3330078125,26.4,27.1,73,50,68,24,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587."
"306",-65.755,-9.935,"CoelhodeSouza_Amazon","MBT-08",0.01,157,513,10,25699,12885.75,26.4,27.1,74,50,67,26,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587."
"307",-48.405,-1.445,"CoelhodeSouza_Amazon","MCB-01",0.02,137,856,10,23179,12771.75,26.8,27.1,89,289,51,34,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587."
"308",-72.905,-8.565,"CoelhodeSouza_Amazon","MIN-01",0.01,205,921,10,32997,13040.0830078125,25.8,26.3,76,152,50,25,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587."
"309",-71.405,-11.885,"CoelhodeSouza_Amazon","MNU-01",0.0225,261,2100,10,34703,15147.6669921875,25.2,25.8,78,261,45,34,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587."
"310",-71.405,-11.895,"CoelhodeSouza_Amazon","MNU-03",0.02,308,2168,10,35012,15565,25.2,25.8,78,264,45,43,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587."
"311",-71.405,-11.885,"CoelhodeSouza_Amazon","MNU-05",0.02,219,1739,10,33692,14278.75,25.2,25.8,78,260,45,28,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587."
"312",-71.405,-11.885,"CoelhodeSouza_Amazon","MNU-06",0.0225,216,1707,10,34334,14741.25,25.2,25.8,78,262,45,37,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587."
"313",-71.245,-11.995,"CoelhodeSouza_Amazon","MNU-08",0.02,199,1517,10,34283,14925.9169921875,25.1,25.8,77,286,44,28,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587."
"314",-71.205,-12.035,"CoelhodeSouza_Amazon","MNU-09",0.02,183,1800,10,34319,15177.75,25.1,25.8,77,292,44,35,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587."
"315",-71.315,-11.845,"CoelhodeSouza_Amazon","MNU-10",0.001,55,73,10,34943,15262.1669921875,25,25.6,77,262,45,43,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587."
"316",-49.045,-5.735,"CoelhodeSouza_Amazon","MRB-01",0.02,153,1199,10,24764,12412.4169921875,26.7,27.1,78,74,73,40,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587."
"317",-49.025,-5.725,"CoelhodeSouza_Amazon","MRB-02",0.02,152,1201,10,16474,17465.333984375,26.6,27,78,74,73,43,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587."
"318",-73.505,-3.785,"CoelhodeSouza_Amazon","MSH-01",0.01,253,894,10,26443,12531.9169921875,26.4,26.9,85,555,16,19,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587."
"319",-72.795,-8.885,"CoelhodeSouza_Amazon","MTH-01",0.01,171,734,10,33471,13131.9169921875,25.8,26.3,76,129,52,59,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587."
"320",-61.125,-15.005,"CoelhodeSouza_Amazon","MVE-01",0.01,79,567,10,16005,9348.9169921875,24.4,25.6,69,64,68,20,1,"mainland","mainland","mainland","Tropical and Subtropical Dry Broadleaf Forests","Neotropic","Neotropic","Plot","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587."
"321",-61.155,-14.635,"CoelhodeSouza_Amazon","NCR-01",0.01,58,566,10,26300,14053.75,24.3,25.4,70,65,68,12,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587."
"322",-61.145,-14.705,"CoelhodeSouza_Amazon","NCR-02",0.01,65,590,10,16376,9740.75,24.4,25.5,69,65,68,23,1,"mainland","mainland","mainland","Tropical and Subtropical Dry Broadleaf Forests","Neotropic","Neotropic","Plot","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587."
"323",-66.185,0.835,"CoelhodeSouza_Amazon","NEB-01",0.001,26,62,10,24939,11330.0830078125,26.7,27,90,655,19,22,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587."
"324",-60.815,-13.655,"CoelhodeSouza_Amazon","NLT-03",0.01,76,919,10,26565,14184,23.7,24.5,71,63,70,108,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587."
"325",-54.615,4.775,"CoelhodeSouza_Amazon","NMS-01",0.01,90,475,10,26418,13320.25,25.3,26.2,76,277,42,195,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587."
"326",-54.605,4.815,"CoelhodeSouza_Amazon","NMS-02",0.0055,72,256,10,24063,12275.5,23.5,24.5,76,298,41,42,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587."
